modified_date__v,extract,extract_label,column_name,column_label,type,length,related_extract
,Object.localized_study_arm__v,Localized Study Arm,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.localized_study_arm__v,Localized Study Arm,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.localized_study_arm__v,Localized Study Arm,study__v,Study,Relationship,,Object.study__v
,Object.localized_study_arm__v,Localized Study Arm,study_arm__v,Study Arm,Relationship,,Object.study_arm__v
,Object.localized_substance__v,Localized Substance,id,ID,String,100,
,Object.localized_substance__v,Localized Substance,modified_date__v,Last Modified Date,DateTime,,
,Object.localized_substance__v,Localized Substance,created_by__v,Created By,Relationship,,Object.user__sys
,Object.localized_substance__v,Localized Substance,created_date__v,Created Date,DateTime,,
,Object.localized_substance__v,Localized Substance,global_id__sys,Global ID,String,200,
,Object.localized_substance__v,Localized Substance,lifecycle__v,Lifecycle,String,100,
,Object.localized_substance__v,Localized Substance,link__sys,Link,String,255,
,Object.localized_substance__v,Localized Substance,local_product_code__v,Local Product Code,String,10,
,Object.localized_substance__v,Localized Substance,localization__v,Localization,Relationship,,Object.localization__v
,Object.localized_substance__v,Localized Substance,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.localized_substance__v,Localized Substance,name__v,Name,String,128,
,Object.localized_substance__v,Localized Substance,organization__v,Organization,Relationship,,Object.organization__v
,Object.localized_substance__v,Localized Substance,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.localized_substance__v,Localized Substance,state__v,Lifecycle State,String,100,
,Object.localized_substance__v,Localized Substance,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.localized_substance__v,Localized Substance,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.localized_substance__v,Localized Substance,substance__v,Substance,Relationship,,Object.substance__v
,Object.localized_substance__v,Localized Substance,substance_alias__v,Substance Alias,Relationship,,Object.substance_alias__v
,Object.localized_substance__v,Localized Substance,substance_name__v,Substance Name,String,250,
,Object.localized_unit_of_measurement__v,Localized Unit of Measurement,id,ID,String,100,
,Object.localized_unit_of_measurement__v,Localized Unit of Measurement,modified_date__v,Last Modified Date,DateTime,,
,Object.localized_unit_of_measurement__v,Localized Unit of Measurement,created_by__v,Created By,Relationship,,Object.user__sys
,Object.localized_unit_of_measurement__v,Localized Unit of Measurement,created_date__v,Created Date,DateTime,,
,Object.localized_unit_of_measurement__v,Localized Unit of Measurement,global_id__sys,Global ID,String,200,
,Object.localized_unit_of_measurement__v,Localized Unit of Measurement,lifecycle__v,Lifecycle,String,100,
,Object.localized_unit_of_measurement__v,Localized Unit of Measurement,link__sys,Link,String,255,
,Object.localized_unit_of_measurement__v,Localized Unit of Measurement,localization__v,Localization,Relationship,,Object.localization__v
,Object.localized_unit_of_measurement__v,Localized Unit of Measurement,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.localized_unit_of_measurement__v,Localized Unit of Measurement,name__v,Name,String,128,
,Object.localized_unit_of_measurement__v,Localized Unit of Measurement,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.localized_unit_of_measurement__v,Localized Unit of Measurement,state__v,Lifecycle State,String,100,
,Object.localized_unit_of_measurement__v,Localized Unit of Measurement,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.localized_unit_of_measurement__v,Localized Unit of Measurement,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.localized_unit_of_measurement__v,Localized Unit of Measurement,unit_of_measurement__v,Unit of Measurement,Relationship,,Object.unit_of_measurement__v
,Object.logo__c,Logo,id,ID,String,100,
,Object.logo__c,Logo,modified_date__v,Last Modified Date,DateTime,,
,Object.logo__c,Logo,created_by__v,Created By,Relationship,,Object.user__sys
,Object.logo__c,Logo,created_date__v,Created Date,DateTime,,
,Object.logo__c,Logo,global_id__sys,Global ID,String,200,
,Object.logo__c,Logo,link__sys,Link,String,255,
,Object.logo__c,Logo,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.logo__c,Logo,name__v,Name,String,128,
,Object.logo__c,Logo,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.market_segment__v,Market Segment,id,ID,String,100,
,Object.market_segment__v,Market Segment,modified_date__v,Last Modified Date,DateTime,,
,Object.market_segment__v,Market Segment,created_by__v,Created By,Relationship,,Object.user__sys
,Object.market_segment__v,Market Segment,created_date__v,Created Date,DateTime,,
,Object.market_segment__v,Market Segment,global_id__sys,Global ID,String,200,
,Object.market_segment__v,Market Segment,lifecycle__v,Lifecycle,String,100,
,Object.market_segment__v,Market Segment,link__sys,Link,String,255,
,Object.market_segment__v,Market Segment,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.market_segment__v,Market Segment,name__v,Name,String,128,
,Object.market_segment__v,Market Segment,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.market_segment__v,Market Segment,state__v,Lifecycle State,String,100,
,Object.market_segment__v,Market Segment,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.market_segment__v,Market Segment,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.match_text_variation__sys,Match Text Variation,id,ID,String,100,
,Object.match_text_variation__sys,Match Text Variation,modified_date__v,Last Modified Date,DateTime,,
,Object.match_text_variation__sys,Match Text Variation,annotation_keyword__v,Claim,Relationship,,Object.annotation_keywords__sys
,Object.match_text_variation__sys,Match Text Variation,created_by__v,Created By,Relationship,,Object.user__sys
,Object.match_text_variation__sys,Match Text Variation,created_date__v,Created Date,DateTime,,
,Object.match_text_variation__sys,Match Text Variation,global_id__sys,Global ID,String,200,
,Object.match_text_variation__sys,Match Text Variation,lifecycle__v,Lifecycle,String,100,
,Object.match_text_variation__sys,Match Text Variation,link__sys,Link,String,255,
,Object.match_text_variation__sys,Match Text Variation,match_text__sys,Match Text,String,1500,
,Object.match_text_variation__sys,Match Text Variation,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.match_text_variation__sys,Match Text Variation,name__v,Name,String,128,
,Object.match_text_variation__sys,Match Text Variation,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.match_text_variation__sys,Match Text Variation,state__v,Lifecycle State,String,100,
,Object.match_text_variation__sys,Match Text Variation,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.match_text_variation__sys,Match Text Variation,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.matching_contents__v,Matching Contents,id,ID,String,100,
,Object.matching_contents__v,Matching Contents,modified_date__v,Last Modified Date,DateTime,,
,Object.matching_contents__v,Matching Contents,case__v,Case,Relationship,,Object.case_version__v
,Object.matching_contents__v,Matching Contents,content_id__v,Contents ID,LongText,32000,
,Object.matching_contents__v,Matching Contents,contents__v,Contents,LongText,32000,
,Object.matching_contents__v,Matching Contents,contents_event__v,Contents Event,LongText,32000,
,Object.matching_contents__v,Matching Contents,contents_patient__v,Contents Patient,String,1500,
,Object.matching_contents__v,Matching Contents,contents_patientinitials__v,Contents Patient Initials,String,1500,
,Object.matching_contents__v,Matching Contents,contents_product__v,Contents Product,LongText,32000,
,Object.matching_contents__v,Matching Contents,contents_reporter__v,Contents Reporter,LongText,32000,
,Object.matching_contents__v,Matching Contents,created_by__v,Created By,Relationship,,Object.user__sys
,Object.matching_contents__v,Matching Contents,created_date__v,Created Date,DateTime,,
,Object.matching_contents__v,Matching Contents,global_id__sys,Global ID,String,200,
,Object.matching_contents__v,Matching Contents,inbox_item__v,Inbox Item,Relationship,,Object.inbox_item__v
,Object.matching_contents__v,Matching Contents,lifecycle__v,Lifecycle,String,100,
,Object.matching_contents__v,Matching Contents,link__sys,Link,String,255,
,Object.matching_contents__v,Matching Contents,matching_contents_status__v,Matching Contents Status,Picklist,46,Picklist.picklist__sys
,Object.matching_contents__v,Matching Contents,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.matching_contents__v,Matching Contents,name__v,Name,String,128,
,Object.matching_contents__v,Matching Contents,organization__v,Organization,Relationship,,Object.organization__v
,Object.matching_contents__v,Matching Contents,patient_age_group__v,Patient Age Group,String,1500,
,Object.matching_contents__v,Matching Contents,patient_dob__v,Patient DOB,String,1500,
,Object.matching_contents__v,Matching Contents,patient_gender__v,Patient Gender,String,1500,
,Object.matching_contents__v,Matching Contents,patient_mrn__v,Patient MRN,String,1500,
,Object.matching_contents__v,Matching Contents,report_type__v,Report Type,String,1500,
,Object.matching_contents__v,Matching Contents,reporter_country__v,Reporter Country,String,1500,
,Object.matching_contents__v,Matching Contents,search_period_date__v,Search Period Date,Date,,
,Object.matching_contents__v,Matching Contents,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.matching_contents__v,Matching Contents,state__v,Lifecycle State,String,100,
,Object.matching_contents__v,Matching Contents,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.matching_contents__v,Matching Contents,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.matching_contents__v,Matching Contents,study_number__v,Study Number,String,1500,
,Object.matching_contents__v,Matching Contents,study_type__v,Study Type,String,1500,
,Object.meddra__v,MedDRA,id,ID,String,100,
,Object.meddra__v,MedDRA,modified_date__v,Last Modified Date,DateTime,,
,Object.meddra__v,MedDRA,created_by__v,Created By,Relationship,,Object.user__sys
,Object.meddra__v,MedDRA,created_date__v,Created Date,DateTime,,
,Object.meddra__v,MedDRA,global_id__sys,Global ID,String,200,
,Object.meddra__v,MedDRA,hlgt__v,HLGT,Relationship,,Object.meddra__v
,Object.meddra__v,MedDRA,hlgt_code__v,HLGT Code,String,20,
,Object.meddra__v,MedDRA,hlgt_term__v,HLGT,String,200,
